Date,AAPL Price,PLTR Price,TLRY Price,TSLA Price,LCID Price,NIO Price,AMD Price,AMZN Price,RIVN Price,F Price,BAC Price,T Price,MPW Price,NVDA Price,AMC Price,INTC Price,ITUB Price,JNJ Price,VALE Price,SOFI Price,MARA Price,DDOG Price,LYG Price,DISH Price,AAL Price,OPEN Price,SWN Price,PFE Price,HPE Price,JBLU Price
2023-06-30 00:00:00-04:00,189.58999633789062,15.199999809265137,1.6100000143051147,257.5,6.880000114440918,9.390000343322754,111.23999786376953,127.9000015258789,16.010000228881836,14.789016723632812,28.65999984741211,15.700072288513184,9.25,408.2200012207031,4.420000076293945,32.79202651977539,5.812183380126953,164.10000610351562,13.520000457763672,8.710000038146973,13.819999694824219,96.44999694824219,2.0835273265838623,6.690000057220459,17.600000381469727,4.079999923706055,5.920000076293945,35.72201156616211,16.649999618530273,8.760000228881836
2023-03-31 00:00:00-04:00,164.67222595214844,8.449999809265137,2.5299999713897705,207.4600067138672,8.039999961853027,10.510000228881836,98.01000213623047,103.29000091552734,15.479999542236328,12.310567855834961,28.37358856201172,18.648317337036133,7.963677883148193,277.7412414550781,5.010000228881836,32.42012405395508,4.80848503112793,153.8392791748047,15.779999732971191,6.070000171661377,8.720000267028809,72.66000366210938,2.196835994720459,9.329999923706055,14.75,1.7599999904632568,5.0,39.918495178222656,15.815119743347168,7.28000020980835
2022-12-31 00:00:00-05:00,129.55271911621094,6.420000076293945,2.690000057220459,123.18000030517578,6.829999923706055,9.75,64.7699966430664,84.0,18.43000030517578,10.688997268676758,32.64606857299805,17.580705642700195,10.425270080566406,146.10006713867188,4.070000171661377,25.9121150970459,4.5911712646484375,174.07513427734375,16.596174240112305,4.610000133514404,3.4200000762939453,73.5,2.0832066535949707,14.039999961853027,12.720000267028809,1.159999966621399,5.849999904632568,49.6768798828125,15.708210945129395,6.480000019073486
2022-09-30 00:00:00-04:00,137.5704803466797,8.130000114440918,2.75,265.25,13.970000267028809,15.770000457763672,63.36000061035156,113.0,32.90999984741211,10.187301635742188,29.594829559326172,14.393352508544922,10.842192649841309,121.32579040527344,6.96999979019165,24.928363800048828,4.9300217628479,159.9464874267578,12.9816312789917,4.880000114440918,10.710000038146973,88.77999877929688,1.6949726343154907,13.829999923706055,12.039999961853027,3.109999895095825,6.119999885559082,42.06453323364258,11.704513549804688,6.630000114440918
2022-06-30 00:00:00-04:00,135.90846252441406,9.069999694824219,3.119999885559082,224.47332763671875,17.15999984741211,21.719999313354492,76.47000122070312,106.20999908447266,25.739999771118164,10.023660659790039,30.306509017944336,19.40803337097168,13.67625904083252,151.4647979736328,13.550000190734863,35.8265266418457,4.025428771972656,172.64080810546875,13.559176445007324,5.269999980926514,5.340000152587891,95.23999786376953,1.8974568843841553,17.93000030517578,12.680000305175781,4.710000038146973,6.25,50.01055908203125,12.838716506958008,8.369999885559082
2022-03-31 00:00:00-04:00,173.3189239501953,13.729999542236328,7.769999980926514,359.20001220703125,25.399999618530273,21.049999237060547,109.33999633789062,162.99749755859375,50.2400016784668,15.128464698791504,39.89978790283203,16.29105567932129,18.566082000732422,272.5770263671875,24.639999389648438,47.09001159667969,5.360132694244385,171.26792907714844,18.526859283447266,9.449999809265137,27.950000762939453,151.47000122070312,2.173969030380249,31.649999618530273,18.25,8.649999618530273,7.170000076293945,48.9815788269043,16.046850204467773,14.949999809265137
2021-12-31 00:00:00-05:00,176.03274536132812,18.209999084472656,7.03000020980835,352.260009765625,38.04999923706055,31.68000030517578,143.89999389648438,166.7169952392578,103.69000244140625,18.48674964904785,42.85551452636719,16.512590408325195,20.453041076660156,293.7549133300781,27.200000762939453,48.563385009765625,3.5109264850616455,164.2607421875,12.993824005126953,15.8100004196167,32.86000061035156,178.11000061035156,2.300257444381714,32.439998626708984,17.959999084472656,14.609999656677246,4.659999847412109,55.4478874206543,15.033143997192383,14.239999771118164
2021-09-30 00:00:00-04:00,140.07057189941406,24.040000915527344,11.289999961853027,258.49334716796875,25.3799991607666,35.630001068115234,102.9000015258789,164.2519989013672,,12.540245056152344,40.6945915222168,17.673227310180664,17.154138565063477,206.8845977783203,38.060001373291016,49.89490509033203,4.010653972625732,154.06256103515625,12.928947448730469,15.880000114440918,31.579999923706055,141.35000610351562,2.2100515365600586,43.459999084472656,20.520000457763672,20.530000686645508,5.539999961853027,40.03491973876953,13.479538917541504,15.289999961853027
2021-06-30 00:00:00-04:00,135.3736114501953,26.360000610351562,18.079999923706055,226.56666564941406,28.81999969482422,53.20000076293945,93.93000030517578,172.00799560546875,,13.160173416137695,39.32353210449219,18.383230209350586,16.94615364074707,199.72381591796875,56.68000030517578,52.23377227783203,4.55120849609375,156.22499084472656,19.133264541625977,19.170000076293945,31.3700008392334,104.08000183105469,2.2668814659118652,41.79999923706055,21.209999084472656,17.729999542236328,5.670000076293945,36.124046325683594,13.678803443908691,16.780000686645508
2021-03-31 00:00:00-04:00,120.53042602539062,23.290000915527344,22.729999542236328,222.64332580566406,23.18000030517578,38.97999954223633,78.5,154.70399475097656,,10.848730087280273,36.74629211425781,18.904582977294922,17.704822540283203,133.25099182128906,10.210000038146973,59.1823616027832,3.735811948776245,154.8888397216797,14.299741744995117,17.149999618530273,48.02000045776367,83.33999633789062,2.0346875190734863,36.20000076293945,23.899999618530273,21.190000534057617,4.650000095367432,33.09510803222656,14.654376983642578,20.34000015258789
2020-12-31 00:00:00-05:00,130.7353057861328,23.549999237060547,8.260000228881836,235.22332763671875,10.010000228881836,48.7400016784668,91.70999908447266,162.84649658203125,,7.784517288208008,28.645009994506836,17.5480899810791,17.893587112426758,130.27862548828125,2.119999885559082,45.791812896728516,4.53484582901001,147.40090942382812,13.185248374938965,,10.4399995803833,98.44000244140625,1.718960165977478,32.34000015258789,15.770000457763672,22.729999542236328,2.9800000190734863,33.263057708740234,10.94328498840332,14.539999961853027
2020-09-30 00:00:00-04:00,113.90745544433594,9.5,4.849999904632568,143.00332641601562,9.779999732971191,21.219999313354492,81.98999786376953,157.43649291992188,,5.898166656494141,22.625669479370117,16.979703903198242,14.289896011352539,134.9838409423828,4.710000038146973,47.24966812133789,2.951961040496826,138.47763061523438,8.323384284973145,,1.9600000381469727,102.16000366210938,1.1401265859603882,29.030000686645508,12.289999961853027,18.989999771118164,2.3499999046325684,31.144277572631836,8.567087173461914,11.329999923706055
2020-06-30 00:00:00-04:00,89.5403060913086,,7.110000133514404,71.98733520507812,,7.71999979019165,52.61000061035156,137.9409942626953,,5.384511947631836,22.152027130126953,17.597143173217773,15.012417793273926,94.7237319946289,4.289999961853027,54.22706985473633,3.463888645172119,129.93922424316406,7.77793550491333,,0.9100000262260437,86.94999694824219,1.3155306577682495,34.5099983215332,13.069999694824219,11.75,2.559999942779541,27.481216430664062,8.784918785095215,10.899999618530273
2020-03-31 00:00:00-04:00,62.24708557128906,,6.880000114440918,34.93333435058594,,2.7799999713897705,45.47999954223633,97.48600006103516,,4.277498722076416,19.66444206237793,16.58008575439453,13.622549057006836,65.69393157958984,3.1600000858306885,48.77627182006836,3.309260606765747,120.32730865478516,6.254032611846924,,0.44999998807907104,35.97999954223633,1.32430100440979,19.989999771118164,12.1899995803833,,1.690000057220459,27.16011619567871,8.676093101501465,8.949999809265137
2019-12-31 00:00:00-05:00,71.71173095703125,,17.1299991607666,27.8886661529541,,4.019999980926514,45.86000061035156,92.39199829101562,,8.098450660705566,32.41594314575195,21.839414596557617,16.4258975982666,58.60601043701172,7.1958537101745605,53.676170349121094,6.518916130065918,133.00486755371094,9.958169937133789,,0.8799999952316284,37.779998779296875,2.902937412261963,35.470001220703125,28.574403762817383,,2.4200000762939453,32.272457122802734,14.018595695495605,18.719999313354492
